61 1
30 0
51 1
54 0
27 0
45 0
63 0
55 0
37 0
49 0
37 0
28 0
68 0
61 1
61 0
6 0
48 0
36 0
6 0
53 0
72 1
64 1
71 0
54 0
34 0
76 1
16 0
31 0
66 0
74 0
59 0
52 0
43 0
76 0
16 0
15 0
32 0
64 1
52 0
27 0
17 0
79 0
5 0
39 0
34 0
83 0
51 0
64 0
59 0
8 0
15 0
6 0
82 0
11 0
30 0
8 0
82 0
38 0
25 0
40 0
80 1
32 0
48 0
77 1
60 1
49 0
51 0
42 0
35 0
55 0
74 0
45 0
19 0
70 1
85 0
73 0
40 0
57 0
67 0
25 0
39 0
37 0
52 0
72 0
59 0
40 0
35 0
52 1
73 0
73 0
11 0
50 0
53 0
31 0
54 0
35 0
33 0
69 1
39 0
51 0
78 0
17 0
69 0
22 0
13 0
17 0
62 0
65 0
58 0
82 1
43 0
54 1
36 0
35 0
52 1
33 0
44 0
18 0
32 0
69 0
59 0
36 0
73 0
32 0
22 0
76 1
16 0
64 1
68 0
39 0
64 0
82 0
30 0
50 0
72 0
76 1
38 0
76 0
43 0
67 0
3 0
54 0
72 0
30 0
48 0
43 0
63 0
20 0
50 0
46 0
66 1
77 0
83 0
82 0
48 0
40 0
57 0
31 0
66 0
26 0
8 0
77 0
63 0
50 0
12 0
64 0
82 0
22 0
51 0
49 0
48 0
3 0
19 0
68 0
68 0
42 0
76 0
11 0
29 0
60 0
57 0
44 0
39 0
55 0
56 0
61 1
8 0
82 1
19 0
8 0
60 0
46 0
43 0
35 0
36 0
73 0
83 1
51 0
70 0
74 0
3 0
4 0
17 0
57 0
53 1
65 0
65 1
4 0
66 1
43 0
49 0
79 0
82 0
62 0
23 0
22 0
79 1
11 0
40 0
40 0
35 0
62 0
63 0
21 0
54 0
46 0
29 0
62 0
24 0
37 0
34 0
82 1
40 0
41 0
35 0
31 0
67 0
15 0
44 1
76 1
10 0
59 0
37 0
50 0
55 0
57 0
62 0
69 0
49 0
42 0
77 0
60 0
83 0
64 0
48 0
44 0
62 0
16 0
47 0
85 1
69 0
11 0
50 0
59 1
72 1
63 1
22 0
57 0
82 1
27 0
67 0
60 0
69 0
61 0
81 0
66 1
61 0
33 0
83 1
50 0
52 0
81 0
55 0
68 1
85 1
4 0
26 0
48 0
15 0
35 0
55 0
56 0
33 0
37 0
29 0
79 0
27 0
12 0
47 0
32 0
37 0
74 0
33 0
82 0
45 0
35 0
27 0
3 0
52 0
34 0
9 0
22 0
38 0
53 0
65 0
48 1
45 0
18 0
44 1
82 1
47 0
27 0
76 0
49 0
61 1
22 0
55 1
46 0
39 0
45 0
52 1
44 0
55 1
81 0
28 0
11 0
35 0
82 0
80 1
68 0
57 0
47 0
79 0
66 0
15 0
56 0
79 0
49 0
33 0
83 0
48 1
54 0
73 0
80 1
83 0
60 0
57 0
82 0
47 0
85 1
66 0
30 0
46 0
67 0
57 0
28 0
48 0
39 0
28 0
43 0
53 0
23 0
11 0
83 0
69 0
34 0
49 0
48 0
18 0
26 0
20 0
16 0
15 0
67 1
69 0
28 0
77 0
71 0
74 0
76 0
19 0
32 0
67 0
8 0
58 0
34 1
49 0
55 0
85 0
34 0
73 0
43 0
7 0
84 0
84 1
72 0
60 1
69 1
56 0
34 0
63 0
52 1
29 0
50 0
56 0
8 0
85 0
16 0
63 0
61 0
55 0
47 0
40 0
64 1
48 0
84 1
17 0
76 1
12 0
83 0
47 0
81 0
56 0
82 0
38 0
22 0
6 0
32 0
71 0
37 0
46 0
41 0
41 0
70 0
45 0
60 0
52 0
57 1
23 0
29 0
75 0
75 0
5 0
15 0
44 0
57 0
81 0
61 0
61 0
64 0
33 0
81 0
71 1
20 0
8 0
73 0
85 1
62 0
11 0
81 0
23 0
38 1
52 0
55 0
28 0
59 0
66 1
63 0
71 0
9 0
31 0
5 0
51 1
64 0
59 0
18 0
75 1
16 0
59 1
3 0
65 0
66 0
19 0
78 0
61 0
35 0
33 0
48 0
53 0
40 0
69 0
38 0
53 0
54 0
59 0
33 0
67 1
61 0
9 0
71 0
35 0
35 1
50 0
48 0
41 1
61 0
84 0
46 0
3 0
61 0
52 0
67 0
65 0
81 0
53 0
68 0
28 0
84 0
34 0
65 0
81 0
70 0
4 0
48 0
20 0
81 1
74 0
73 0
47 0
35 0
12 0
80 0
5 0
54 0
11 0
37 0
47 0
74 1
49 0
12 0
83 1
53 0
30 0
9 0
12 0
46 0
8 0
7 0
40 0
36 0
50 0
71 0
62 0
58 0
66 0
23 0
31 0
38 0
43 0
49 0
9 0
13 0
44 0
47 0
26 0
24 0
8 0
32 0
25 0
38 0
20 0
60 0
7 0
52 0
76 1
48 0
43 0
83 0
75 0
46 0
60 0
74 0
22 0
42 0
55 0
66 0
59 0
8 0
18 0
13 0
58 0
16 0
3 0
51 0
75 0
54 0
84 1
50 0
41 1
76 0
82 1
51 0
48 0
71 0
78 0
51 0
12 0
7 0
79 0
77 1
21 0
61 0
28 0
35 0
16 0
3 0
5 0
33 0
18 0
21 0
63 0
82 0
55 0
31 0
44 0
58 1
31 0
82 1
71 1
34 0
56 1
65 0
49 0
74 1
66 0
70 0
54 0
40 0
46 0
30 0
42 0
41 0
50 0
68 0
54 0
82 1
46 1
68 0
78 0
28 0
33 0
59 0
50 0
83 0
63 0
50 0
74 1
34 0
51 0
73 0
83 0
14 0
46 0
32 0
35 0
64 0
46 0
43 0
13 0
53 0
30 0
3 0
15 0
25 0
6 0
68 0
75 0
44 0
52 0
78 0
65 0
3 0
70 0
37 0
57 0
37 0
82 0
59 0
71 0
35 0
47 0
38 0
62 0
19 0
60 1
48 0
28 0
37 0
64 0
49 0
36 0
80 0
76 1
49 0
5 0
45 0
58 0
65 0
15 0
51 0
23 0
80 0
67 0
23 0
75 0
35 0
42 0
53 0
78 0
33 0
8 0
37 0
17 0
38 0
22 0
61 0
17 0
18 0
77 1
61 1
81 0
69 0
83 0
25 0
69 0
7 0
16 0
42 1
20 0
17 0
14 0
25 0
85 1
18 0
39 0
10 0
54 0
56 0
72 0
10 0
14 0
61 0
17 0
30 0
81 0
12 0
69 1
84 1
70 0
30 0
27 0
16 0
69 0
82 0
58 0
52 0
80 0
40 0
65 0
61 0
37 0
32 0
54 0
10 0
5 0
56 1
30 0
51 0
67 1
40 0
3 0
39 0
56 0
43 0
33 0
